PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
ELIZABETH WILLIAMS,CHI,CHI @ ATL,08/18/2023,L,31,10,3,7,42.9,0,0,0,4,5,80,6,4,10,5,1,2,3,5,-19
ELIZABETH WILLIAMS,CHI,CHI @ WAS,08/13/2023,L,34,14,5,9,55.6,0,0,0,4,6,66.7,4,8,12,3,1,1,1,2,-3
ELIZABETH WILLIAMS,CHI,CHI @ NYL,11/8/2023,L,27,8,3,8,37.5,0,0,0,2,3,66.7,2,0,2,2,1,0,2,2,-13
ELIZABETH WILLIAMS,CHI,CHI vs. MIN,8/8/2023,L,34,18,9,11,81.8,0,0,0,0,0,0,3,6,9,4,1,1,2,2,1
ELIZABETH WILLIAMS,CHI,CHI @ DAL,6/8/2023,W,31,9,4,8,50,0,0,0,1,2,50,2,1,3,1,5,1,3,4,0
ELIZABETH WILLIAMS,CHI,CHI @ DAL,4/8/2023,W,31,4,1,1,100,0,0,0,2,2,100,1,2,3,5,0,2,2,2,14
ELIZABETH WILLIAMS,CHI,CHI vs. PHO,07/30/2023,W,26,5,2,6,33.3,0,0,0,1,2,50,0,5,5,2,2,0,0,2,22
ELIZABETH WILLIAMS,CHI,CHI vs. SEA,07/28/2023,L,30,8,2,7,28.6,0,0,0,4,6,66.7,1,5,6,3,1,6,2,3,-10
ELIZABETH WILLIAMS,CHI,CHI vs. LVA,07/25/2023,L,35,12,5,11,45.5,0,0,0,2,2,100,3,1,4,2,1,1,0,2,-2
ELIZABETH WILLIAMS,CHI,CHI @ SEA,07/22/2023,W,20,4,2,6,33.3,0,0,0,0,2,0,3,5,8,0,0,0,0,5,18
ELIZABETH WILLIAMS,CHI,CHI @ PHO,07/20/2023,L,30,7,3,8,37.5,0,0,0,1,2,50,6,2,8,5,3,3,1,4,-18
ELIZABETH WILLIAMS,CHI,CHI vs. CON,12/7/2023,L,35,16,6,9,66.7,0,0,0,4,6,66.7,4,4,8,1,2,5,4,2,-12
ELIZABETH WILLIAMS,CHI,CHI vs. ATL,9/7/2023,L,35,13,6,11,54.5,0,0,0,1,2,50,5,4,9,5,2,1,1,4,-2
ELIZABETH WILLIAMS,CHI,CHI vs. ATL,7/7/2023,L,32,11,4,8,50,0,0,0,3,4,75,1,4,5,3,0,1,0,3,-9
ELIZABETH WILLIAMS,CHI,CHI @ IND,2/7/2023,W,34,17,6,11,54.5,0,0,0,5,8,62.5,5,4,9,6,1,1,3,2,7
ELIZABETH WILLIAMS,CHI,CHI vs. LAS,06/30/2023,W,26,12,6,8,75,0,0,0,0,0,0,2,2,4,4,1,3,2,4,16
ELIZABETH WILLIAMS,CHI,CHI vs. LAS,06/28/2023,W,30,8,3,3,100,0,0,0,2,5,40,2,1,3,1,0,2,1,3,15
ELIZABETH WILLIAMS,CHI,CHI @ CON,06/25/2023,L,25,6,3,5,60,0,0,0,0,0,0,1,5,6,2,3,0,2,3,-16
ELIZABETH WILLIAMS,CHI,CHI vs. WAS,06/22/2023,L,27,6,3,7,42.9,0,0,0,0,0,0,1,4,5,1,1,1,2,0,-9
ELIZABETH WILLIAMS,CHI,CHI @ WAS,06/18/2023,L,18,9,3,4,75,0,0,0,3,4,75,0,3,3,2,0,0,0,1,-5
ELIZABETH WILLIAMS,CHI,CHI vs. IND,06/15/2023,L,32,8,4,9,44.4,0,0,0,0,0,0,1,1,2,1,0,2,0,2,1
ELIZABETH WILLIAMS,CHI,CHI @ LVA,11/6/2023,L,26,8,4,6,66.7,0,0,0,0,0,0,2,3,5,0,0,0,1,3,0
ELIZABETH WILLIAMS,CHI,CHI @ LAS,9/6/2023,L,35,14,7,11,63.6,0,0,0,0,2,0,3,4,7,2,1,4,3,2,-12
ELIZABETH WILLIAMS,CHI,CHI vs. IND,6/6/2023,W,30,4,1,7,14.3,0,0,0,2,2,100,2,5,7,4,1,0,0,5,-6
ELIZABETH WILLIAMS,CHI,CHI @ NYL,4/6/2023,W,33,11,4,6,66.7,0,0,0,3,4,75,2,5,7,2,1,4,0,1,8
ELIZABETH WILLIAMS,CHI,CHI vs. NYL,2/6/2023,L,31,8,4,9,44.4,0,0,0,0,2,0,0,6,6,2,1,2,1,2,12
ELIZABETH WILLIAMS,CHI,CHI @ ATL,05/30/2023,L,20,6,3,10,30,0,0,0,0,2,0,3,3,6,1,0,1,1,2,-17
ELIZABETH WILLIAMS,CHI,CHI vs. DAL,05/28/2023,W,24,2,1,5,20,0,0,0,0,0,0,1,0,1,0,2,1,1,2,3
ELIZABETH WILLIAMS,CHI,CHI vs. WAS,05/26/2023,L,34,9,4,8,50,0,0,0,1,2,50,1,2,3,1,0,2,1,2,-5
ELIZABETH WILLIAMS,CHI,CHI @ PHO,05/21/2023,W,27,10,5,11,45.5,0,0,0,0,0,0,5,3,8,3,2,0,0,5,9
ELIZABETH WILLIAMS,CHI,CHI @ MIN,05/19/2023,W,29,14,7,9,77.8,0,0,0,0,0,0,4,2,6,2,3,2,3,0,1
EMILY ENGSTLER,MIN,MIN @ CON,1/8/2023,L,4,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,-1
EMILY ENGSTLER,MIN,MIN @ NYL,07/28/2023,W,14,4,1,4,25,1,2,50,1,2,50,1,4,5,0,2,0,0,2,9
EMILY ENGSTLER,MIN,MIN @ ATL,07/18/2023,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
EMILY ENGSTLER,MIN,MIN vs. DAL,12/7/2023,L,16,9,4,4,100,1,1,100,0,0,0,2,3,5,0,1,0,3,1,-16
EMILY ENGSTLER,MIN,MIN vs. LVA,9/7/2023,L,11,0,0,3,0,0,1,0,0,4,0,0,3,3,0,0,1,1,1,-7
EMILY ENGSTLER,MIN,MIN vs. PHO,7/7/2023,W,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,-1
EMILY ENGSTLER,MIN,MIN vs. IND,5/7/2023,W,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2
EMILY ENGSTLER,MIN,MIN @ PHO,1/7/2023,W,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
EMILY ENGSTLER,MIN,MIN @ SEA,06/29/2023,W,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0
EMILY ENGSTLER,MIN,MIN vs. SEA,06/27/2023,W,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,-6
EMILY ENGSTLER,MIN,MIN vs. CON,06/22/2023,L,17,6,2,5,40,0,1,0,2,2,100,3,4,7,5,0,0,1,1,-5
EMILY ENGSTLER,MIN,MIN @ LVA,06/18/2023,L,10,2,1,3,33.3,0,1,0,0,0,0,3,1,4,0,0,0,2,1,-7
EMMA CANNON,IND,IND @ PHO,08/20/2023,W,7,6,2,6,33.3,0,0,0,2,2,100,2,1,3,0,0,0,2,1,-6
EMMA CANNON,IND,IND vs. WAS,08/18/2023,L,13,17,7,12,58.3,2,5,40,1,1,100,2,4,6,0,0,0,2,2,0
EMMA CANNON,IND,IND vs. MIN,10/8/2023,W,5,2,0,2,0,0,1,0,2,2,100,1,0,1,1,0,1,0,1,0
EMMA CANNON,IND,IND vs. LAS,8/8/2023,L,5,2,1,2,50,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4
EMMA CANNON,IND,IND @ ATL,6/8/2023,L,17,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,0,2,3,-7
EMMA CANNON,IND,IND vs. CON,4/8/2023,L,25,11,5,10,50,1,5,20,0,0,0,0,4,4,2,0,0,2,3,-7
EMMA CANNON,IND,IND vs. PHO,1/8/2023,W,31,23,8,17,47.1,2,4,50,5,5,100,6,3,9,1,0,1,4,4,0
EMMA CANNON,IND,IND vs. SEA,07/30/2023,L,13,4,1,2,50,0,0,0,2,2,100,1,4,5,1,0,0,2,2,-11
EMMA CANNON,IND,IND @ LAS,07/27/2023,L,12,0,0,1,0,0,1,0,0,0,0,0,4,4,1,0,0,2,3,-3
EMMA CANNON,IND,IND @ LAS,07/25/2023,L,12,7,2,4,50,1,1,100,2,2,100,2,3,5,0,0,0,0,0,-5
EMMA CANNON,IND,IND @ NYL,07/23/2023,L,13,7,3,6,50,0,1,0,1,2,50,1,1,2,0,1,0,2,1,-14
EMMA CANNON,IND,IND @ WAS,07/19/2023,W,21,13,5,12,41.7,2,6,33.3,1,1,100,0,5,5,2,0,0,3,2,9
EMMA CANNON,IND,IND vs. NYL,12/7/2023,L,27,19,7,9,77.8,2,3,66.7,3,4,75,1,7,8,1,0,0,0,5,8
EMMA CANNON,IND,IND @ MIN,5/7/2023,L,4,1,0,1,0,0,1,0,1,2,50,2,0,2,0,0,0,1,1,-8
EMMA CANNON,IND,IND @ PHO,06/29/2023,L,12,4,1,5,20,0,1,0,2,2,100,0,3,3,0,0,0,1,2,-1
EMMA CANNON,IND,IND @ LVA,06/24/2023,L,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EMMA CANNON,IND,IND @ SEA,06/22/2023,W,11,10,5,9,55.6,0,1,0,0,0,0,1,7,8,0,0,0,3,3,9
EMMA CANNON,IND,IND vs. ATL,06/18/2023,L,6,5,2,3,66.7,1,1,100,0,0,0,0,1,1,0,0,0,1,0,-2
EMMA CANNON,IND,IND vs. PHO,11/6/2023,L,4,4,2,5,40,0,0,0,0,0,0,0,2,2,0,0,0,0,0,-1
EMMA CANNON,IND,IND vs. LVA,4/6/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
EMMA CANNON,IND,IND @ CON,05/30/2023,L,6,2,1,1,100,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
EMMA CANNON,IND,IND @ NYL,05/21/2023,L,12,3,1,4,25,1,1,100,0,0,0,0,3,3,0,0,0,0,1,-5
EMMA CANNON,IND,IND vs. CON,05/19/2023,L,2,4,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
EPIPHANNY PRINCE,NYL,NYL vs. LVA,6/8/2023,W,4,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
EPIPHANNY PRINCE,NYL,NYL vs. MIN,07/28/2023,L,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-6
EPIPHANNY PRINCE,NYL,NYL vs. ATL,07/27/2023,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6
EPIPHANNY PRINCE,NYL,NYL vs. IND,07/23/2023,W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,-8
EPIPHANNY PRINCE,NYL,NYL @ WAS,07/21/2023,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
EPIPHANNY PRINCE,NYL,NYL vs. DAL,07/19/2023,L,4,3,1,1,100,1,1,100,0,0,0,0,1,1,0,0,0,0,0,5
EPIPHANNY PRINCE,NYL,NYL @ LVA,06/29/2023,L,7,8,2,3,66.7,1,2,50,3,3,100,0,0,0,2,0,0,1,0,8
EPIPHANNY PRINCE,NYL,NYL vs. PHO,06/18/2023,W,11,0,0,3,0,0,1,0,0,0,0,1,0,1,2,0,0,2,0,-7
EPIPHANNY PRINCE,NYL,NYL vs. IND,05/21/2023,W,22,3,1,3,33.3,1,3,33.3,0,0,0,0,2,2,2,2,1,1,3,16
EPIPHANNY PRINCE,NYL,NYL @ WAS,05/19/2023,L,13,2,1,2,50,0,1,0,0,0,0,0,2,2,0,0,0,3,1,-13
ERICA WHEELER,IND,IND @ PHO,08/20/2023,W,29,7,1,7,14.3,0,3,0,5,6,83.3,0,5,5,4,3,0,1,4,8
ERICA WHEELER,IND,IND vs. WAS,08/18/2023,L,32,12,5,11,45.5,1,4,25,1,2,50,0,6,6,3,1,0,3,4,-12
ERICA WHEELER,IND,IND vs. NYL,08/13/2023,L,32,21,8,15,53.3,1,3,33.3,4,4,100,0,4,4,4,1,0,1,2,-10
ERICA WHEELER,IND,IND vs. MIN,10/8/2023,W,27,17,6,9,66.7,1,2,50,4,4,100,0,1,1,10,1,0,2,1,9
ERICA WHEELER,IND,IND vs. LAS,8/8/2023,L,17,0,0,1,0,0,0,0,0,0,0,0,2,2,4,1,0,6,1,-10
ERICA WHEELER,IND,IND @ ATL,6/8/2023,L,31,15,5,14,35.7,2,3,66.7,3,4,75,0,5,5,5,2,0,4,3,-5
ERICA WHEELER,IND,IND vs. CON,4/8/2023,L,27,12,3,8,37.5,1,5,20,5,6,83.3,2,3,5,4,3,0,1,2,-9
ERICA WHEELER,IND,IND vs. PHO,1/8/2023,W,33,13,6,15,40,1,3,33.3,0,0,0,0,4,4,2,1,0,6,4,0
ERICA WHEELER,IND,IND vs. SEA,07/30/2023,L,23,9,4,10,40,0,3,0,1,1,100,0,1,1,5,1,0,4,0,-2
ERICA WHEELER,IND,IND @ LAS,07/27/2023,L,29,17,7,16,43.8,2,6,33.3,1,1,100,2,6,8,7,2,0,2,2,-12
ERICA WHEELER,IND,IND @ LAS,07/25/2023,L,33,15,5,11,45.5,1,3,33.3,4,4,100,0,5,5,8,0,0,3,1,8
ERICA WHEELER,IND,IND @ NYL,07/23/2023,L,21,15,5,9,55.6,1,1,100,4,4,100,0,1,1,2,1,0,2,2,-8
ERICA WHEELER,IND,IND @ WAS,07/19/2023,W,26,10,2,6,33.3,0,1,0,6,6,100,1,3,4,4,1,0,3,5,-1
ERICA WHEELER,IND,IND vs. NYL,12/7/2023,L,31,11,4,12,33.3,0,0,0,3,3,100,0,3,3,5,0,0,2,5,-8
ERICA WHEELER,IND,IND vs. DAL,9/7/2023,L,25,9,3,11,27.3,0,1,0,3,3,100,1,5,6,3,0,1,2,2,2
ERICA WHEELER,IND,IND @ WAS,7/7/2023,L,27,7,3,4,75,1,2,50,0,0,0,0,2,2,7,0,1,0,3,2
ERICA WHEELER,IND,IND @ MIN,5/7/2023,L,30,8,4,10,40,0,1,0,0,0,0,0,2,2,7,1,0,0,5,2
ERICA WHEELER,IND,IND vs. CHI,2/7/2023,L,21,9,3,6,50,0,1,0,3,5,60,0,1,1,3,0,0,2,2,-9
ERICA WHEELER,IND,IND @ PHO,06/29/2023,L,26,8,3,8,37.5,2,4,50,0,0,0,0,2,2,4,1,0,1,3,-19
ERICA WHEELER,IND,IND @ LVA,06/26/2023,L,34,20,7,18,38.9,2,6,33.3,4,4,100,0,3,3,3,1,0,1,3,-2
ERICA WHEELER,IND,IND @ LVA,06/24/2023,L,17,4,1,5,20,0,3,0,2,2,100,0,1,1,6,2,0,1,0,-11
ERICA WHEELER,IND,IND @ SEA,06/22/2023,W,18,10,4,6,66.7,2,2,100,0,0,0,0,1,1,5,0,0,1,1,2
ERICA WHEELER,IND,IND vs. ATL,06/18/2023,L,24,4,2,8,25,0,2,0,0,0,0,1,2,3,8,2,0,0,2,-8
ERICA WHEELER,IND,IND @ CHI,06/15/2023,W,29,10,5,10,50,0,2,0,0,1,0,1,3,4,4,1,0,1,2,8
ERICA WHEELER,IND,IND vs. WAS,06/13/2023,W,22,5,1,5,20,1,3,33.3,2,2,100,1,4,5,4,0,0,2,5,10
ERICA WHEELER,IND,IND vs. PHO,11/6/2023,L,32,17,8,16,50,1,5,20,0,0,0,0,2,2,8,1,0,1,1,9
ERICA WHEELER,IND,IND @ MIN,9/6/2023,W,24,10,3,8,37.5,0,1,0,4,6,66.7,0,3,3,3,0,0,2,1,-1
ERICA WHEELER,IND,IND @ CHI,6/6/2023,L,38,12,5,9,55.6,0,0,0,2,2,100,1,1,2,12,1,0,3,4,0
ERICA WHEELER,IND,IND vs. LVA,4/6/2023,L,24,15,6,10,60,3,3,100,0,0,0,0,1,1,2,0,0,1,5,-13
ERICA WHEELER,IND,IND @ CON,05/30/2023,L,31,6,3,13,23.1,0,5,0,0,0,0,0,2,2,7,1,0,1,0,-7
ERICA WHEELER,IND,IND @ ATL,05/28/2023,W,21,11,4,8,50,3,4,75,0,0,0,1,1,2,4,1,0,3,2,5
ERICA WHEELER,IND,IND @ NYL,05/21/2023,L,15,2,1,6,16.7,0,1,0,0,0,0,0,0,0,1,0,0,1,3,-29
ERICA WHEELER,IND,IND vs. CON,05/19/2023,L,31,0,0,3,0,0,1,0,0,1,0,0,3,3,5,1,0,5,2,-11
EVINA WESTBROOK,LAS,LAS @ LVA,08/19/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2
EVINA WESTBROOK,LAS,LAS @ IND,8/8/2023,W,10,3,1,2,50,1,1,100,0,0,0,0,1,1,1,0,0,0,1,7
EVINA WESTBROOK,LAS,LAS @ WAS,4/8/2023,L,6,5,1,2,50,1,1,100,2,2,100,1,1,2,0,0,0,0,0,0
EVINA WESTBROOK,PHO,PHO vs. LVA,06/21/2023,L,18,5,2,5,40,0,2,0,1,1,100,1,1,2,1,0,0,2,0,-11
EVINA WESTBROOK,PHO,PHO @ NYL,06/18/2023,L,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
EVINA WESTBROOK,PHO,PHO @ WAS,06/16/2023,L,13,0,0,6,0,0,4,0,0,0,0,0,3,3,3,0,1,1,1,0
EVINA WESTBROOK,PHO,PHO vs. SEA,06/13/2023,L,3,2,0,1,0,0,1,0,2,2,100,0,0,0,0,0,0,0,0,5
EVINA WESTBROOK,PHO,PHO @ IND,11/6/2023,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
EVINA WESTBROOK,PHO,PHO @ DAL,9/6/2023,L,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12
EVINA WESTBROOK,PHO,PHO vs. MIN,05/25/2023,W,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,-1
EVINA WESTBROOK,PHO,PHO vs. CHI,05/21/2023,L,4,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,-2
EVINA WESTBROOK,PHO,PHO @ LAS,05/19/2023,L,19,3,0,5,0,0,2,0,3,3,100,0,1,1,0,0,0,0,3,-4
EZI MAGBEGOR,SEA,SEA @ CHI,08/22/2023,L,28,13,5,8,62.5,1,1,100,2,3,66.7,1,3,4,5,0,1,3,1,-20
EZI MAGBEGOR,SEA,SEA @ MIN,08/20/2023,W,33,12,5,8,62.5,0,1,0,2,2,100,1,4,5,4,0,2,1,4,11
EZI MAGBEGOR,SEA,SEA vs. MIN,08/18/2023,L,26,13,5,9,55.6,1,2,50,2,6,33.3,3,4,7,2,3,2,5,6,5
EZI MAGBEGOR,SEA,SEA vs. PHO,08/13/2023,W,37,17,8,13,61.5,1,1,100,0,0,0,0,7,7,0,2,3,3,1,13
EZI MAGBEGOR,SEA,SEA vs. ATL,10/8/2023,W,39,17,6,13,46.2,2,3,66.7,3,4,75,1,10,11,2,1,2,4,4,5
EZI MAGBEGOR,SEA,SEA vs. CON,8/8/2023,L,28,10,4,8,50,1,2,50,1,1,100,2,4,6,4,0,2,2,3,2
EZI MAGBEGOR,SEA,SEA @ PHO,5/8/2023,W,35,19,7,10,70,0,1,0,5,5,100,3,4,7,4,1,0,3,3,3
EZI MAGBEGOR,SEA,SEA vs. DAL,2/8/2023,L,38,14,6,12,50,0,2,0,2,3,66.7,1,8,9,1,0,1,4,3,-7
EZI MAGBEGOR,SEA,SEA @ IND,07/30/2023,W,29,6,2,4,50,0,0,0,2,4,50,0,3,3,1,2,4,1,4,11
EZI MAGBEGOR,SEA,SEA @ CHI,07/28/2023,W,32,17,7,16,43.8,1,3,33.3,2,3,66.7,3,6,9,5,2,2,3,3,15
EZI MAGBEGOR,SEA,SEA @ NYL,07/25/2023,L,39,22,9,15,60,1,3,33.3,3,5,60,3,9,12,5,3,3,3,2,-2
EZI MAGBEGOR,SEA,SEA vs. CHI,07/22/2023,L,29,14,6,10,60,0,2,0,2,2,100,0,3,3,2,0,0,1,4,-17
EZI MAGBEGOR,SEA,SEA vs. LVA,07/20/2023,L,29,12,5,9,55.6,1,2,50,1,4,25,0,7,7,0,2,3,3,3,-22
EZI MAGBEGOR,SEA,SEA @ ATL,12/7/2023,L,26,0,0,8,0,0,0,0,0,0,0,1,7,8,4,1,2,3,0,-13
EZI MAGBEGOR,SEA,SEA @ WAS,11/7/2023,L,33,12,5,9,55.6,0,1,0,2,4,50,0,9,9,2,0,0,3,3,-2
EZI MAGBEGOR,SEA,SEA @ NYL,8/7/2023,L,28,10,5,11,45.5,0,1,0,0,0,0,3,5,8,6,2,2,1,4,3
EZI MAGBEGOR,SEA,SEA @ CON,6/7/2023,L,20,8,4,9,44.4,0,1,0,0,0,0,0,5,5,1,0,2,2,3,-17
EZI MAGBEGOR,SEA,SEA vs. NYL,2/7/2023,L,35,12,5,12,41.7,0,2,0,2,4,50,2,7,9,4,0,1,5,1,-12
EZI MAGBEGOR,SEA,SEA vs. MIN,06/29/2023,L,41,16,5,14,35.7,2,3,66.7,4,4,100,7,9,16,4,1,1,3,5,6
EZI MAGBEGOR,SEA,SEA @ MIN,06/27/2023,L,37,20,9,14,64.3,0,2,0,2,2,100,1,5,6,1,1,2,1,5,-2
EZI MAGBEGOR,SEA,SEA vs. PHO,06/24/2023,W,27,15,6,7,85.7,1,1,100,2,2,100,1,4,5,3,1,0,2,0,23
EZI MAGBEGOR,SEA,SEA vs. IND,06/22/2023,L,38,18,7,14,50,2,4,50,2,3,66.7,0,6,6,1,1,0,3,3,-12
EZI MAGBEGOR,SEA,SEA vs. CON,06/20/2023,L,33,13,4,7,57.1,0,1,0,5,6,83.3,3,8,11,1,2,1,1,3,-2
EZI MAGBEGOR,SEA,SEA @ DAL,06/17/2023,W,26,15,5,9,55.6,4,4,100,1,1,100,1,4,5,2,1,4,2,4,7
EZI MAGBEGOR,SEA,SEA @ LVA,06/15/2023,L,34,23,9,17,52.9,0,2,0,5,8,62.5,1,10,11,2,0,1,0,4,-20
EZI MAGBEGOR,SEA,SEA @ PHO,06/13/2023,W,34,9,4,10,40,0,2,0,1,2,50,0,7,7,2,2,3,1,2,10
EZI MAGBEGOR,SEA,SEA vs. WAS,11/6/2023,L,38,13,6,12,50,1,4,25,0,4,0,1,6,7,4,3,4,4,1,1
EZI MAGBEGOR,SEA,SEA vs. WAS,9/6/2023,L,37,24,10,16,62.5,0,3,0,4,4,100,0,5,5,3,0,3,4,3,-7
EZI MAGBEGOR,SEA,SEA vs. LAS,6/6/2023,W,32,13,4,9,44.4,1,2,50,4,6,66.7,2,8,10,3,2,3,1,4,3
EZI MAGBEGOR,SEA,SEA @ LAS,3/6/2023,L,33,14,4,8,50,2,2,100,4,4,100,2,7,9,0,0,3,4,5,2
EZI MAGBEGOR,SEA,SEA vs. NYL,05/30/2023,L,38,12,5,16,31.3,0,1,0,2,3,66.7,5,9,14,2,2,3,1,3,-7
EZI MAGBEGOR,SEA,SEA vs. DAL,05/26/2023,L,35,15,6,9,66.7,0,1,0,3,3,100,3,9,12,1,1,2,3,3,5
EZI MAGBEGOR,SEA,SEA vs. LVA,05/20/2023,L,29,7,3,9,33.3,0,2,0,1,2,50,0,5,5,0,4,0,3,4,-20
GABBY WILLIAMS,SEA,SEA vs. CON,8/8/2023,L,17,7,3,7,42.9,1,1,100,0,0,0,1,2,3,4,0,0,1,1,-15
GABBY WILLIAMS,SEA,SEA @ PHO,5/8/2023,W,37,14,7,15,46.7,0,1,0,0,1,0,3,2,5,6,4,2,0,4,6
GABBY WILLIAMS,SEA,SEA vs. DAL,2/8/2023,L,32,7,3,9,33.3,0,2,0,1,2,50,1,2,3,5,1,1,6,1,-9
GABBY WILLIAMS,SEA,SEA @ IND,07/30/2023,W,33,14,6,11,54.5,2,4,50,0,0,0,1,1,2,4,3,0,4,3,17
GABBY WILLIAMS,SEA,SEA @ CHI,07/28/2023,W,33,17,7,14,50,1,3,33.3,2,2,100,3,3,6,4,1,1,2,3,16
GABBY WILLIAMS,SEA,SEA @ NYL,07/25/2023,L,35,5,2,10,20,1,3,33.3,0,0,0,1,4,5,4,0,0,2,2,-7
GABBY WILLIAMS,SEA,SEA vs. CHI,07/22/2023,L,25,6,3,7,42.9,0,0,0,0,0,0,1,2,3,3,3,0,1,0,-16
GABBY WILLIAMS,SEA,SEA vs. LVA,07/20/2023,L,29,4,2,9,22.2,0,2,0,0,0,0,2,3,5,4,1,0,1,1,-21
GABBY WILLIAMS,SEA,SEA @ ATL,12/7/2023,L,24,10,1,5,20,0,3,0,8,8,100,0,2,2,2,1,0,3,2,-2
GABBY WILLIAMS,SEA,SEA @ WAS,11/7/2023,L,20,0,0,7,0,0,4,0,0,0,0,1,1,2,2,1,0,2,2,-10
GRACE BERGER,IND,IND @ PHO,08/20/2023,W,30,3,1,6,16.7,1,3,33.3,0,0,0,0,2,2,5,2,0,1,3,10
GRACE BERGER,IND,IND vs. WAS,08/18/2023,L,14,5,2,3,66.7,1,1,100,0,0,0,0,2,2,2,0,0,1,1,-5
GRACE BERGER,IND,IND vs. NYL,08/13/2023,L,23,5,2,6,33.3,1,2,50,0,0,0,1,1,2,2,0,1,3,1,5
GRACE BERGER,IND,IND vs. MIN,10/8/2023,W,19,2,0,3,0,0,2,0,2,2,100,0,4,4,1,2,0,0,1,6
GRACE BERGER,IND,IND vs. LAS,8/8/2023,L,22,14,6,11,54.5,2,3,66.7,0,0,0,0,2,2,4,1,1,1,2,-2
GRACE BERGER,IND,IND @ ATL,6/8/2023,L,8,2,1,1,100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-2
GRACE BERGER,IND,IND vs. CON,4/8/2023,L,19,4,1,3,33.3,1,1,100,1,1,100,0,1,1,0,0,1,1,0,-4
GRACE BERGER,IND,IND vs. PHO,1/8/2023,W,10,2,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2
GRACE BERGER,IND,IND vs. SEA,07/30/2023,L,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-17
GRACE BERGER,IND,IND @ LAS,07/27/2023,L,20,11,5,7,71.4,1,2,50,0,0,0,0,1,1,3,0,0,0,1,-3
GRACE BERGER,IND,IND @ LAS,07/25/2023,L,11,0,0,3,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,-9
GRACE BERGER,IND,IND @ NYL,07/23/2023,L,19,9,3,6,50,1,2,50,2,2,100,1,3,4,5,0,0,2,1,-10
GRACE BERGER,IND,IND @ WAS,07/19/2023,W,22,3,1,3,33.3,1,2,50,0,0,0,0,3,3,3,0,0,1,1,6
GRACE BERGER,IND,IND vs. NYL,12/7/2023,L,36,15,5,16,31.3,1,3,33.3,4,6,66.7,0,7,7,4,3,0,1,4,1
GRACE BERGER,IND,IND vs. DAL,9/7/2023,L,14,5,2,2,100,1,1,100,0,1,0,0,1,1,3,1,0,4,2,12
GRACE BERGER,IND,IND @ WAS,7/7/2023,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
GRACE BERGER,IND,IND @ MIN,5/7/2023,L,5,2,0,2,0,0,0,0,2,2,100,0,0,0,0,0,0,0,2,-9
GRACE BERGER,IND,IND vs. CHI,2/7/2023,L,4,3,1,1,100,1,1,100,0,0,0,0,0,0,1,0,0,0,0,-4
GRACE BERGER,IND,IND @ PHO,06/29/2023,L,5,2,0,0,0,0,0,0,2,2,100,0,0,0,1,0,1,1,0,3
GRACE BERGER,IND,IND vs. ATL,06/18/2023,L,6,2,1,1,100,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2
GRACE BERGER,IND,IND @ CHI,06/15/2023,W,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
