Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,State/Province,Top_25_player,G.1,MP.1,Pos_C,Pos_F,Pos_F-C,Pos_F-G,Pos_G,Pos_G-F,Pos_SF-SG,Team_ATL,Team_BOS,Team_BRK,Team_CHI,Team_CHO,Team_CLE,Team_CON,Team_DAL,Team_DEN,Team_DET,Team_GSW,Team_HOU,Team_IND,Team_LAC,Team_LAL,Team_LAS,Team_LVA,Team_MEM,Team_MIA,Team_MIL,Team_MIN,Team_NOP,Team_NYK,Team_NYL,Team_OKC,Team_ORL,Team_PHI,Team_PHO,Team_POR,Team_SAC,Team_SAS,Team_SEA,Team_TOR,Team_TOT,Team_UTA,Team_WAS,Team Name_Atlanta Dream,Team Name_Atlanta Hawks,Team Name_Boston Celtics,Team Name_Brooklyn Nets,Team Name_Charlotte Hornets,Team Name_Chicago Bulls,Team Name_Chicago Sky,Team Name_Cleveland Cavaliers,Team Name_Connecticut Sun,Team Name_Dallas Mavericks,Team Name_Dallas Wings,Team Name_Denver Nuggets,Team Name_Detroit Pistons,Team Name_Golden State Warriors,Team Name_Houston Rockets,Team Name_Indiana Fever,Team Name_Indiana Pacers,Team Name_Las Vegas Aces,Team Name_Los Angeles Clippers,Team Name_Los Angeles Lakers,Team Name_Los Angeles Sparks,Team Name_Memphis Grizzlies,Team Name_Miami Heat,Team Name_Milwaukee Bucks,Team Name_Minnesota Lynx,Team Name_Minnesota Timberwolves,Team Name_New Orleans Pelicans,Team Name_New York Knicks,Team Name_New York Liberty,Team Name_Oklahoma City Thunder,Team Name_Orlando Magic,Team Name_Philadelphia 76ers,Team Name_Phoenix Mercury,Team Name_Phoenix Suns,Team Name_Portland Trail Blazers,Team Name_Sacramento Kings,Team Name_San Antonio Spurs,Team Name_Seattle Storm,Team Name_Toronto Raptors,Team Name_Utah Jazz,Team Name_Washington Mystics,Team Name_Washington Wizards,City_Atlanta,City_Boston,City_Brooklyn,City_Charlotte,City_Chicago,City_Cleveland,City_Connecticut,City_Dallas,City_Denver,City_Detroit,City_Houston,City_Indiana,City_Indianapolis,City_Las Vegas,City_Los Angeles,City_Memphis,City_Miami,City_Milwaukee,City_Minneapolis,City_Minnesota,City_New Orleans,City_New York,City_New York City,City_Oklahoma City,City_Orlando,City_Philadelphia,City_Phoenix,City_Portland,City_Sacramento,City_Salt Lake City,City_San Antonio,City_San Francisco,City_Seattle,City_Toronto,City_Washington,League_NBA,League_WNBA,Playstyle_Cluster,PER
Precious Achiuwa,2.050986740610098,0.18768103006023787,-0.7061751516339081,0.21240092426889282,0.03195710031864949,0.6362489892233969,-0.5334200124600191,-0.44226894476480727,-0.18619380909871958,0.457710445579092,0.3099721175149696,0.5861937828634424,-0.25346616676396366,-0.023912892241478287,-0.5659536696554632,2.61150727508408,0.46096975050913386,-0.22382732422233348,-0.0009571318015845258,0.6336401104695493,0.013462213705076036,0.43423588618029063,-0.11175715761377471,,False,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.4053936765152239
Bam Adebayo,1.9099795888295765,2.8973318188566104,-0.6689031189159003,2.224893903671923,1.8516584189904275,0.8011121194980244,-0.14641891221235956,-0.7975629256115707,0.3859690975614851,3.0232257064368357,2.9744921371880486,0.3555526097634139,2.37394556789788,2.689844405915762,0.09869268699890042,2.0369845406571634,4.126449687727487,0.061369816285093776,0.8993282623898524,1.5304083851317438,1.5712326567209847,0.8110906016867575,1.6519552464844498,Florida,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1.9252402413184821
Ochai Agbaji,2.2389962763174607,0.6989358958708742,-0.7089474515881401,-0.20881853653639265,-0.12726676506513113,-0.10563509701242611,-0.26016387692782145,0.2683190169287197,-0.01904509479349138,-0.2834384075575895,-0.36381455412649877,0.32163479018988034,-0.5818926335966942,-0.5666643518729263,-0.35078038872419426,0.16978565376968308,-0.15658674685172233,-0.6866184220033179,-0.005013517429561771,0.048079098098575745,-0.3759803970489013,-0.0682370678283313,-0.38309752747503995,,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,-0.17859509248810354
Santi Aldama,1.439955749561171,1.0568143019383198,-0.6920056185345002,0.5868182227624796,0.7143450948205664,0.09220065931712682,0.540783838744252,1.435713525425228,0.3345387239291071,0.172653194372676,0.09558544926541145,0.3962539932516542,-0.25346616676396366,-0.09175682469540934,-0.5420455273297667,0.6006777045898707,0.8265483985709814,-0.003846678605672645,0.1790999470367028,0.8789541350425538,0.013462213705076036,-0.0682370678283313,0.3555512571472932,Tennessee,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,0.7364388251029454
Nickeil Alexander-Walker,2.427005812024823,0.2899320032223651,-0.7015546517101882,0.07199443733379758,0.10019589976884112,0.1251732853720523,0.8821279722297048,0.9789069786222463,0.6045481854990917,-0.39746130804015584,-0.45569455480488075,0.28093340670164,-0.4997860168885116,-0.4988204194189952,0.3138659679301694,-0.5483677642639632,-0.23008552412163755,0.26690774515029003,0.6172637470355594,-0.028981442985107336,-0.24616619346424223,0.18299940917597965,-0.05145929764460457,Minnesota,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.27350697381053735
Grayson Allen,2.0979891245369386,3.050708278599801,-0.6704432855571403,0.8208290343209715,0.6688525618537717,0.6197626761959342,2.4527792648213036,1.8925200722282098,1.054563954782399,-0.11240405683373984,-0.2413078865553226,0.6404622941810955,0.4033867669014973,0.3153067700281767,0.6868329882110351,-0.2611063970505047,-0.05552592810558878,0.6074528048480072,0.92840237926812,0.048079098098575745,0.2730906208743942,0.6854723631846018,0.7776362769314837,Arizona,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,0.6664355353473489
Jarrett Allen,2.1919938923906197,3.2040847383429925,-0.6759878854656043,1.8504766051783357,1.01004655910473,1.7325888055496685,-0.16707667858167244,-1.0513443405021161,-1.9091113257833816,2.681157004989137,2.0250654635114342,1.1017446403811524,1.4707727841078715,1.7400293515607275,0.03653151695208938,3.4732913767244558,4.187010814018006,-0.021692907609176037,0.1790999470367028,2.191744356853821,0.6625332316283715,0.43423588618029063,1.2298702267002595,Ohio,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1.799755709094556
Timmy Allen,-1.1921777503419002,-0.7325777283989076,-0.6966261184582202,-0.7236423219650746,-0.35472942989910333,-1.3421085740721306,-0.8639442743690258,-0.3915126617866983,-1.9091113257833816,-0.45447275828143907,-0.2413078865553226,-0.6823326691867135,-0.8282124837212421,-0.7701961492347191,-1.1206225716116227,0.026154970162953865,-0.11960480647982231,-0.353028970039723,0.35915702587499027,-0.9239916103508831,-0.8952372113875376,2.5697459407169343,-0.8654804072284004,Tennessee,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,-0.3751149918495005
Jose Alvarado,1.2049438299269681,-0.7325777283989076,-0.7169563181225881,-0.11521421191299584,0.009210833835252346,-0.09739194049869475,0.5965550099403231,0.7758818467098103,0.5145450316424302,-0.5114842085227221,-0.45569455480488075,-0.07859548077781581,-0.4997860168885116,-0.43097648696506424,-0.2934008471425225,-0.5483677642639632,-0.20252348264541936,-0.005528302607883689,1.550679643733241,-0.18310252515247352,-0.5057946006335605,0.05738117067382432,-0.1871294825752373,Louisiana,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.3876971941287386
Kyle Anderson,2.285998660244301,-0.2213228625882712,-0.7040189183361721,-0.11521421191299584,-0.15001303154852827,0.2982795721604111,-0.781313208891774,-0.7975629256115707,-0.43691688055656225,0.22966464461395927,0.2793454506221757,0.0842100531751451,-0.007146316639415858,0.11177497266638367,-0.1260438508626472,0.026154970162953865,-0.08018175626937213,0.5064966704133242,0.5392141047132777,0.2779722199114081,0.14327641728973495,0.05738117067382432,-0.2926507375212848,Minnesota,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.5273886656631357
Giannis Antetokounmpo,2.0039843566832576,2.999582792018738,-0.6652067189769243,4.096980396139857,2.8752404107433023,1.5429962057338469,-0.45078894698276756,-0.2392438128523711,-0.14762102887443607,5.132649365364315,4.015798811543045,1.1492295877840994,4.755037452435177,6.217728893520173,-0.3699069025847515,2.7551379586908094,3.07366226056664,1.124280724488952,1.0793853412281396,1.2796087451299845,2.9991888961522353,1.6904182712018456,3.3252208606289186,Wisconsin,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2.4857874048016435
Thanasis Antetokounmpo,0.17089138353647593,-0.7325777283989076,-0.759464917420812,-1.0512574581469631,-1.1963412897848005,0.9000299976628008,-0.8639442743690258,-1.102100623480225,-1.9091113257833816,-0.8535529099704214,-0.945721225089585,0.5183581437163752,-0.9924257171376073,-0.9737279465965121,-3.511436804181276,-0.8356291314774217,-1.302296312793327,-0.48732985136051177,-0.7211854471547339,-0.723664305307168,-0.8952372113875376,-1.0731829758455753,-1.1217463120973732,Wisconsin,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-1.363767221465954
Cole Anthony,2.3800034280979823,-0.7325777283989076,-0.7046349849926681,0.6336203850741778,0.7370913613039636,0.09220065931712682,0.16819556650625098,0.623612997775483,0.2638219601845877,0.5717333460616585,0.6162387864429097,0.09777718100455854,0.8139198504424106,0.7902142972056937,0.43818830802379094,0.026154970162953865,-0.0647132752643282,0.5393437929084638,0.6172637470355594,-0.028981442985107336,0.6625332316283715,0.8110906016867575,0.49122144207792584,Florida,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4,0.5299157135766189
OG Anunoby,0.9229295263659248,1.8236966006542743,-0.6689031189159003,1.3356528197496533,1.2147629574553052,0.5373311110586204,0.7886770351760068,1.5879823743595551,0.5466890151626664,0.9138020475093578,0.6774921202284978,0.7150814972428693,0.07496030006876683,0.17961890512031473,0.0891294300686218,0.16978565376968308,0.195779595203779,-0.05756703113398807,1.439499498904714,0.47829952495512323,0.6625332316283715,1.0623270786910681,0.9585298568389938,,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,0.8993011447123586
Ryan Arcidiacono,-0.4871419914392919,-0.7325777283989076,-0.7665496839705159,-1.285268269705455,-1.332818888685184,-3.493572424156017,-1.402455726085348,-0.949831774545898,-1.9091113257833816,-1.1386101611768373,-1.221361227124731,-3.2261691372017314,-0.9924257171376073,-1.0415718790504431,-3.511436804181276,-1.12289049869088,-0.3770830786614682,-1.2995995294592086,-1.560706678592364,-0.41428414840352273,-1.284679822141515,-1.5756559298541972,-1.2574164970280057,New York,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-1.6233936956877393
Deni Avdija,2.0979891245369386,3.101833765180865,-0.6809164187175722,1.242048495126257,1.0327928255881271,0.6774647717920538,0.12762851135799375,0.47134414884115583,0.4952586415302884,1.2558707489570569,1.1062654567276138,0.572626655034029,1.2244529339833237,1.4008096892910724,0.026968260021810755,0.45704702098314165,1.3784711015172837,0.39905596535669335,0.35915702587499027,0.07764491486769283,1.3116042495516669,1.1879453171932237,0.9585298568389938,District of Columbia,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,4,0.9141715591037736
Deandre Ayton,1.1579414460001276,2.079324033559592,-0.6738316521678682,2.3653003906070174,1.6924345536066467,1.2050267886708608,-0.16707667858167244,-1.000588057524007,-1.266231655378657,3.251271507401969,2.8826121365096666,0.6811636776693357,-0.007146316639415858,-0.09175682469540934,0.42384342262837305,3.4732913767244558,4.550377571761117,-0.09783373784559007,0.7192711835515649,1.1997403992707056,0.9221616387976896,0.5598541246824462,1.2600191566848442,Oregon,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3,1.740241190271405
Udoka Azubuike,-0.6751515271466542,-0.7325777283989076,-0.751764084214612,-0.8172466465884713,-1.0826099573678145,2.243664509401013,-0.16707667858167244,-1.102100623480225,-1.9091113257833816,-0.5684956587640054,-0.7925878906256149,1.4951913474341414,-0.8282124837212421,-0.4988204194189952,-2.4068806287340965,-0.1174757134437755,-0.9606849206760715,-0.19474024905557158,-0.901242525993021,-0.12293154417344883,-1.0250514149721968,-0.5707100218369532,-0.9257782671975704,Arizona,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,-0.8707986382769982
Ibou Badji,-0.39313722358561076,-0.6814522418178439,-0.741907017710676,-1.0044552958352648,-1.1735950233014034,1.7490751185771312,-0.16707667858167244,-1.102100623480225,-1.9091113257833816,-0.7965414597291381,-0.9150945581967909,1.088177512551739,-0.7461058670130594,-0.7023522167807882,-1.1206225716116227,0.16978565376968308,-0.7790015418045159,-0.1670526744241483,-0.901242525993021,1.5304083851317438,-0.5057946006335605,0.6854723631846018,-1.031299522143618,Oregon,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,-0.26660282888849035
Marvin Bagley III,0.9229295263659248,0.5455594361276833,-0.7086394182598922,0.9612355212560665,0.46413616350319664,1.3369172928905626,-0.14641891221235956,-0.8483192085896798,0.6045481854990917,1.4839165499221894,1.136892123620408,0.8236185198781769,0.5676000003178625,0.6545264322978317,0.1321640862548756,2.61150727508408,1.5828823835257075,-0.13244320613486918,-0.3610712894781592,0.8690724134096667,0.14327641728973495,0.05738117067382432,0.5062959070702183,,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.6342344949242149
Amari Bailey,-0.9571658307076975,-0.7325777283989076,-0.7536122841841,-0.9108509712118681,-0.8551472925338423,-0.7486013050834722,-1.2596692449406572,-0.6960503596553526,-1.105511737777476,-0.7395300094878551,-0.7313345568400268,-0.2549681425601905,-0.4997860168885116,-0.5666643518729263,0.5864187904431096,-0.2611063970505047,-0.331146342867771,-0.9590544697614917,-0.9384294141272433,-0.41428414840352273,-0.8952372113875376,-1.701274168356353,-0.9107038022052779,North Carolina,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-1.1001470213829931
Patrick Baldwin Jr.,0.35890091924383816,-0.3746993223314621,-0.7335901178479801,-0.5364336727182811,-0.46846076231608946,-0.35292979242436684,-0.20289575055101264,0.21756273395061054,0.14810361951173717,-0.7395300094878551,-0.7619612237328208,0.0502922336016115,-0.5818926335966942,-0.5666643518729263,-0.26471107635168667,-0.5483677642639632,-0.19845090690072253,-0.4067493225680386,-0.1810142106398719,-0.12268239017602235,-0.7654230078028786,-0.0682370678283313,-0.5941400373671352,District of Columbia,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,-0.33713011949704125
LaMelo Ball,-0.39313722358561076,0.3921829763844924,-0.6741396854961161,2.59931120216551,2.966225476676891,0.07571434628966407,3.1667116705447578,3.4659648445495908,0.3731115041533906,1.7689738011286054,1.9331854628330525,0.16561282015162576,2.37394556789788,2.147092946284314,0.6246718181642241,0.7443083881966001,0.05472223779928411,4.012903401825178,3.7286500693611644,-0.26016306623615654,3.518445710490871,2.5697459407169343,2.345380636129905,North Carolina,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2.4730317940292754
Mo Bamba,1.2519462138538087,0.13655554347917426,-0.7335901178479801,-0.4896315104065828,-0.6049383612164727,0.5455742675723518,-0.12576114584304665,-0.5437815107210254,0.6045481854990917,-0.39746130804015584,-0.4863212216976748,0.4166046849957744,-0.4997860168885116,-0.43097648696506424,-0.25992944788654737,0.8879390718033291,0.37165985771533677,-0.16013078076629245,-0.3610712894781592,2.191744356853821,-0.5057946006335605,0.30861764767813527,-0.5941400373671352,Pennsylvania,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.5343151914904453
Paolo Banchero,2.3330010441711417,3.357461198086183,-0.6658227856334202,2.4589047152304144,2.602285212942536,0.25706378959175424,0.3755217077897487,1.1311758275565738,0.270250756888635,2.5671341045065703,2.821358802724079,0.11812787274867871,3.195011734979706,3.7075033927247265,-0.044756166955278905,0.3134163373764123,1.2602019508859335,0.8288187855832173,0.5392141047132777,0.2779722199114081,2.6097462853982583,0.43423588618029063,2.149412591230103,Florida,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4,1.3201321015561467
