Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Megan Walker,ATL,F,12,115,12,0,9.6,1.2,3.2,0.368,0.6,1.6,0.368,0.6,1.6,0.368,0.3,0.5,0.667,0.3,0.8,0.4,0.3,0,1,0.7,3.3
Shatori Walker-Kimbrough,WAS,G,35,705,35,3,20.1,2.3,5.7,0.402,0.7,2.1,0.347,1.5,3.5,0.435,1.6,1.7,0.902,0.3,1.8,1.5,1.1,0.3,1.1,1.2,6.9
Kristy Wallace,ATL,G,29,602,29,18,20.8,2.3,5.6,0.407,0.9,2.3,0.368,1.4,3.2,0.436,1.1,1.4,0.786,0.6,2.3,2.2,0.6,0.2,1.5,2,6.6
Erica Wheeler,ATL,G,30,789,30,30,26.3,3.3,9.2,0.355,0.8,2.4,0.329,2.5,6.8,0.365,1,1.4,0.756,0.6,3.1,3.9,1.1,0.1,2.5,2.5,8.4
Sami Whitcomb,NYL,G,35,746,35,6,21.3,2.1,5.8,0.366,1.7,4.8,0.351,0.4,1,0.441,0.6,0.7,0.87,0.3,2.4,2.3,0.7,0.1,1.4,1.6,6.5
Courtney Williams,CON,G,34,950,34,34,27.9,4.9,11.4,0.426,0.6,1.9,0.338,4.2,9.5,0.444,0.8,1.1,0.75,0.9,4.6,3.3,1,0.4,1.7,1.6,11.1
Elizabeth Williams,WAS,C-F,30,447,30,0,14.9,2.3,4.7,0.482,0,0,,2.3,4.7,0.482,0.8,1.4,0.581,1.5,3.8,0.5,0.6,0.7,0.6,1.5,5.4
Gabby Williams,SEA,F,36,920,36,36,25.6,3,6.8,0.444,0.5,1.9,0.257,2.5,4.8,0.52,1,1.3,0.778,1.2,5,3.1,1.5,0.4,1.4,1.6,7.5
Riquna Williams,LVA,G,21,377,21,0,18,2.1,5.6,0.381,1.6,4.4,0.366,0.5,1.2,0.44,0.8,1,0.762,0.2,2,1.2,0.4,0.1,0.3,1.7,6.7
Jocelyn Willoughby,NYL,F-G,11,121,11,4,11,1,2.4,0.423,0.3,1,0.273,0.7,1.4,0.533,0.4,0.7,0.5,0.2,1.6,0.4,0.5,0.2,0.8,0.7,2.6
A'ja Wilson,LVA,F,36,1080,36,36,30,7.2,14.4,0.501,0.9,2.3,0.373,6.4,12.1,0.525,4.2,5.2,0.813,1.8,9.4,2.1,1.4,1.9,1.7,2.1,19.5
Han Xu,NYL,C,32,538,32,0,16.8,3.4,6.9,0.493,0.5,1.1,0.444,2.9,5.8,0.503,1.2,1.5,0.796,1.2,3.6,0.9,0.5,0.7,0.7,1,8.5
Jackie Young,LVA,G,34,1129,34,34,33.2,5.6,11.8,0.476,1.5,3.4,0.431,4.1,8.4,0.495,3.2,3.8,0.859,1.3,4.4,3.9,1.4,0.2,1.3,2.4,15.9
Li Yueru,CHI,C,16,82,16,0,5.1,0.5,1.1,0.444,0,0,,0.5,1.1,0.444,0.8,0.8,1,0.3,1.5,0.1,0.1,0.1,0.8,0.6,1.8
Emma Cannon,TOT,F,24,334,24,2,13.9,2.5,4.8,0.526,0.4,0.8,0.5,2.1,4,0.531,1.5,2,0.729,0.9,3.1,0.5,0.6,0.1,0.7,2,6.8
